1,24.214913000000003
2,81.49796
3,30.867856999999997
4,43.51808
5,69.73116300000001
6,65.467975
7,77.314111
8,89.02722200000001
9,136.015064
10,112.01173000000001
11,123.74418399999999
12,140.16654
13,151.419779
14,166.43923
15,188.38794000000001
16,185.959107
17,198.78657
18,224.94044299999996
19,221.57686800000002
20,246.21099199999998
21,261.91215700000004
22,317.13268800000003
23,277.63384899999994
24,290.65513100000004
25,298.24123599999996
26,308.77210199999996
27,328.185007
28,336.11454100000003
29,369.285696
30,383.583172
31,386.6917460000001
32,412.042718
33,402.03251700000004
34,427.526382
35,438.291331
36,459.021083
37,470.5688
38,474.0338250000001
39,485.29416900000007
40,505.55418499999996
41,593.755216
42,544.252492
43,642.5434640000001
44,558.576412
45,638.4894879999999
46,594.3564050000001
47,807.4649229999999
48,620.3381730000001
49,643.765974
50,679.342679
51,667.813912
52,656.358171
53,832.055625
54,1441.736617
55,1553.8347979999999
56,1690.627103
57,1727.0457869999998
58,1041.14056
59,736.8858590000001
60,1560.23274
61,1067.019696
62,795.4885210000001
63,967.8800309999999
64,828.572442
65,824.5985999999999
66,864.4732319999999
67,852.334591
68,899.8801980000001
69,930.7302889999999
70,923.1899689999998
71,985.4518700000002
72,931.2055550000001
73,954.8923060000001
74,959.4862880000001
75,976.042856
76,988.415179
77,1004.041739
78,1021.6593689999997
79,1074.232379
80,1150.4053
81,1135.826773
82,1137.118755
83,1187.5791199999999
84,1181.315787
85,1207.6658430000002
86,1206.804128
87,1289.68328
88,1279.3257070000002
89,1317.229006
90,1211.543373
91,1208.019137
92,1211.674823
93,1238.736993
94,1430.361798
95,1328.716722
96,1280.9761130000002
97,1295.752799
98,1325.5039350000002
99,1330.870024
100,1588.6299199999999
