1,3.21712
2,10.31454
3,10.89481
4,6.4382
5,2.27765
6,0.57237
7,0.56447
8,0.64737
9,0.7658
10,0.92764
11,1.01842
12,1.00264
13,1.09343
14,1.10132
15,1.25922
16,1.47238
17,1.35001
18,1.41317
19,1.50001
20,1.50001
