0.01,0.6572389999999999
0.02,0.684478
0.03,1.25211
0.04,0.847899
0.05,1.7131649999999996
0.06,0.9544739999999999
0.07,1.2430309999999998
0.08,1.1214520000000001
0.09,1.228031
0.1,1.042506
0.11,0.7610569999999999
0.12,1.914876
0.13,2.769488
0.14,1.081585
0.15,0.6347409999999999
0.16,0.624081
0.17,0.6134219999999999
0.18,0.7018449999999999
0.19,0.872372
0.2,0.9339540000000002
0.21,0.7780289999999999
0.22,1.010925
0.23,0.830137
0.24,0.9359259999999999
0.25,0.657239
0.26,0.9714510000000001
0.27,0.976189
0.28,1.037372
0.29,1.241452
0.3,0.936716
0.31,2.1134329999999997
0.32,2.0036929999999997
0.33,2.791985
0.34,1.253294
0.35,2.032904
0.36,1.2094790000000002
0.37,1.702508
0.38,1.1115840000000001
0.39,0.9915849999999999
0.4,1.0152670000000001
0.41,1.045267
0.42,1.421851
0.43,1.782639
0.44,1.615663
0.45,1.848958
0.46,6.148054
0.47,1.711194
0.48,2.633696
0.49,2.157246
0.5,1.856061
0.51,3.170146
0.52,3.732646999999999
0.53,1.9768520000000003
0.54,2.047904
0.55,2.9352769999999997
0.56,4.494494
0.57,2.486457
0.58,1.560007
0.59,1.700929
0.6,2.171062
0.61,1.9279020000000002
0.62,1.7715869999999998
0.63,1.40448
0.64,2.2243509999999995
0.65,1.9338229999999998
0.66,2.254746
0.67,1.8544820000000002
0.68,1.9326390000000004
0.69,2.088168
0.7,1.9736909999999999
0.71,2.3909310000000006
0.72,1.7080329999999997
0.73,1.6729030000000003
0.74,2.735937
0.75,2.047904
0.76,3.583437
0.77,2.283169
0.78,3.1156710000000003
0.79,2.820405
0.8,2.786855
